basket_wt_kg,catch_id,creation_date,id,last_modified_date,mission_number,sampled,set_number,size_class,size_class_display,species_aphia_id,species_code,species_en,species_fr,species_scientific,species_uuid
21.26,5971,2023-07-31 12:24:36 UTC,7501,2023-07-31 13:13:35 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.26,5971,2023-07-31 12:24:50 UTC,7502,2023-07-31 13:13:24 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.88,5971,2023-07-31 12:25:11 UTC,7503,2023-07-31 12:25:11 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
18.72,5971,2023-07-31 12:25:20 UTC,7504,2023-07-31 12:25:20 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.58,5971,2023-07-31 12:25:25 UTC,7505,2023-07-31 12:25:25 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.34,5971,2023-07-31 12:25:30 UTC,7506,2023-07-31 12:25:30 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
17.64,5971,2023-07-31 12:25:37 UTC,7507,2023-07-31 12:25:37 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
18.34,5971,2023-07-31 12:25:43 UTC,7508,2023-07-31 12:25:43 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.54,5971,2023-07-31 12:25:59 UTC,7509,2023-07-31 12:25:59 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.22,5971,2023-07-31 12:26:17 UTC,7510,2023-07-31 12:26:17 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.62,5971,2023-07-31 12:26:22 UTC,7511,2023-07-31 12:26:22 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
18.88,5971,2023-07-31 12:26:41 UTC,7513,2023-07-31 12:26:41 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.98,5971,2023-07-31 12:26:52 UTC,7514,2023-07-31 12:26:52 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.9,5971,2023-07-31 12:26:58 UTC,7515,2023-07-31 12:26:58 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
18.52,5971,2023-07-31 12:27:05 UTC,7516,2023-07-31 12:27:05 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.24,5971,2023-07-31 12:27:12 UTC,7517,2023-07-31 12:27:12 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.16,5971,2023-07-31 12:27:20 UTC,7518,2023-07-31 12:27:20 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.08,5971,2023-07-31 12:27:29 UTC,7520,2023-07-31 12:27:29 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
17.66,5971,2023-07-31 12:27:53 UTC,7522,2023-07-31 12:27:53 UTC,TEL-2023-010,No,198,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
4.37,5992,2023-07-31 12:47:24 UTC,7542,2023-07-31 12:47:24 UTC,TEL-2023-010,Yes,198,1,1,127144,31,"TURBOT,GREENLAND HALIBUT","Flétan du groenland, turbot",Reinhardtius hippoglossoides,710efa37-823e-4f1a-9e18-2ef4e501811a
3.9,5975,2023-07-31 12:28:31 UTC,7525,2023-07-31 12:28:31 UTC,TEL-2023-010,Yes,198,1,1,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820
0.112,5996,2023-07-31 12:49:52 UTC,7546,2023-07-31 12:49:52 UTC,TEL-2023-010,Yes,198,1,1,158988,112,LONGFIN HAKE; UROPHYCIS,Merluche à longues nageoires,Phycis chesteri,175992f4-ef1b-4a3a-92e6-50de9d1467ee
0.042,5998,2023-07-31 13:05:53 UTC,7549,2023-07-31 13:05:53 UTC,TEL-2023-010,Yes,198,1,1,126617,146,Rakery beaconlamp,Lanterne-bouée râtelière,Lampanyctus macdonaldi,700c9279-a94e-4016-8b23-b3ee52c95866
2.1,5974,2023-07-31 12:28:18 UTC,7524,2023-07-31 12:28:18 UTC,TEL-2023-010,Yes,198,1,1,105865,201,THORNY SKATE,Raie épineuse,Amblyraja radiata,5d564ede-2a5f-4148-acae-dc01d45e7bdd
0.368,5999,2023-07-31 13:18:32 UTC,7550,2023-07-31 13:18:32 UTC,TEL-2023-010,Yes,198,1,1,158554,202,SMOOTH SKATE,Raie lisse (à queue de velours),Malacoraja senta,21266650-58f7-4d8b-b96c-d40ee2436677
0.092,5979,2023-07-31 12:31:59 UTC,7529,2023-07-31 12:31:59 UTC,TEL-2023-010,Yes,198,1,1,271309,241,NORTHERN HAGFISH; GLUTINOSA,Myxine de vase,Myxine limosa,a9abdfc4-0f05-4779-8683-c2d1838e88a8
0.103,5976,2023-07-31 12:28:47 UTC,7526,2023-07-31 12:28:47 UTC,TEL-2023-010,Yes,198,1,1,183289,410,MARLIN-SPIKE GRENADIER,Grenadier du grand banc,Nezumia bairdii,62b17d61-dd68-470a-8900-a29d9b084eba
0.005,5991,2023-07-31 12:45:14 UTC,7541,2023-07-31 12:45:14 UTC,TEL-2023-010,Yes,198,1,1,127120,646,ATLANTIC SOFT POUT,Molasse atlantique,Melanostigma atlanticum,0b5f6eab-363b-4191-b6a7-785dcb0a74f2
0.002,6000,2023-07-31 13:20:07 UTC,7551,2023-07-31 13:20:16 UTC,TEL-2023-010,Yes,198,1,1,158840,708,"HATCHETFISH,SLOPE",Hache de pente (P. clarus),Polyipnus clarus,e06da0b7-ee44-11ec-b961-a08cfde36583
0.032,5990,2023-07-31 12:41:19 UTC,7540,2023-07-31 12:41:19 UTC,TEL-2023-010,Yes,198,1,1,126352,712,WHITE BARRACUDINA; NOTOLEPIS RISSOI,Lussion blanc,Arctozenus risso,2f9622a3-854c-48a5-82e6-ee88d3fce959
0.002,5994,2023-07-31 12:49:16 UTC,7544,2023-07-31 13:22:56 UTC,TEL-2023-010,Yes,198,1,1,126187,755,ANGLEMOUTH,,Cyclothone,0da152dc-0b7f-49f1-a5e1-af22d2cc22ec
0.027,5978,2023-07-31 12:31:28 UTC,7528,2023-07-31 12:31:28 UTC,TEL-2023-010,No,198,1,1,,1224,RAJA/SKATE EGGS,,,cf08cade-9980-4c39-8369-07cd3c74d7b2
0.027,5972,2023-07-31 12:27:28 UTC,7519,2023-07-31 12:27:28 UTC,TEL-2023-010,No,198,1,1,103815,1812,Sea Potato (B. ovifera),Patate de mer (B. ovifera),Boltenia ovifera,7224ae84-9075-11ec-8fd9-a08cfde36583
0.007,5982,2023-07-31 12:34:51 UTC,7532,2023-07-31 12:34:51 UTC,TEL-2023-010,No,198,1,1,107649,2211,Northern shrimp,Crevette nordique,Pandalus borealis,249afc26-aeec-421f-a6d1-e4a61532a96e
0.109,5981,2023-07-31 12:33:19 UTC,7531,2023-07-31 12:33:19 UTC,TEL-2023-010,No,198,1,1,107676,2221,Pink glass shrimp,Sivade rose (Crevette blanche),Pasiphaea multidentata,a041bed4-9c9a-4ce1-8614-7f7505772d9f
0.005,5980,2023-07-31 12:32:46 UTC,7530,2023-07-31 12:32:46 UTC,TEL-2023-010,No,198,1,1,107566,2419,SARSI,Crevette (S. sarsii),Sabinea sarsii,4132c604-5066-4d40-ba87-52e37dbc01db
0.138,5977,2023-07-31 12:29:32 UTC,7527,2023-07-31 12:29:32 UTC,TEL-2023-010,Yes,198,1,1,107205,2523,NORTHERN STONE CRAB,Crabe épineux du Nord,Lithodes maja,555d8971-6fa1-4fec-97ea-8f790c961a24
0.001,5983,2023-07-31 12:35:20 UTC,7533,2023-07-31 12:35:20 UTC,TEL-2023-010,No,198,1,1,1128,2600,KRILL SHRIMP,Euphausides,Euphausiacea (o.),6e66f5cd-1411-4f9f-86c7-65d173300e21
0.002,5985,2023-07-31 12:36:31 UTC,7535,2023-07-31 12:36:31 UTC,TEL-2023-010,No,198,1,1,129844,3215,Seaworm (L. filicornis),Polychète (L. filicornis),Laetmonice filicornis,2f99974e-dbe1-11ec-bdaf-a08cfde36583
0.082,5984,2023-07-31 12:35:45 UTC,7534,2023-07-31 12:35:45 UTC,TEL-2023-010,No,198,1,1,11718,4521,OCTOPUS,Pieuvre non-spécifié,Octopoda (o.),9379c9c5-9f91-46c3-89ef-aedcf996c1f6
0.001,5973,2023-07-31 12:28:01 UTC,7523,2023-07-31 12:28:01 UTC,TEL-2023-010,No,198,1,1,123084,6200,BRITTLE STAR,Ophiures non-spécifié (Ophiuroidea),Ophiuroidea (c.),c98d6152-aa15-4339-ac1e-0594a5ef7eca
0.002,5997,2023-07-31 12:52:28 UTC,7548,2023-07-31 12:52:28 UTC,TEL-2023-010,No,198,1,1,124404,6413,HEART URCHIN,Oursin coeur de vase,Brisaster fragilis,ef0d2198-7200-4cb4-9c88-0a59d8aedcde
0.042,5987,2023-07-31 12:38:11 UTC,7537,2023-07-31 12:38:11 UTC,TEL-2023-010,No,198,1,1,124085,8346,Northern scarlet star,Étoile de mer (P. parelii),Pseudarchaster parelii,d7840bb0-107c-4a43-ab7c-c1a18aa9ee06
0.001,5989,2023-07-31 12:40:10 UTC,7539,2023-07-31 12:40:10 UTC,TEL-2023-010,No,198,1,1,128515,8367,Sea Pen (P. aculeata),Plume de mer (P. aculeata),Pennatula aculeata,2f9985be-dbe1-11ec-bdaf-a08cfde36583
0.003,5986,2023-07-31 12:36:52 UTC,7536,2023-07-31 12:36:52 UTC,TEL-2023-010,No,198,1,1,135220,8500,JELLYFISHES,Méduse non-spécifié (Scyphozoa),Scyphozoa (c.),0201c618-97bd-47d6-9a2a-3520ebb5f770
0.005,5988,2023-07-31 12:39:25 UTC,7538,2023-07-31 12:39:25 UTC,TEL-2023-010,No,198,1,1,145541,9331,KNOTTED WRACK,NA,Ascophyllum nodosum,6bcecc79-fa8d-11ec-a081-a08cfde36583
0.598,6007,2023-07-31 17:11:54 UTC,7601,2023-07-31 17:11:54 UTC,TEL-2023-010,Yes,199,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
22.69,6001,2023-07-31 16:52:52 UTC,7556,2023-07-31 16:52:52 UTC,TEL-2023-010,Yes,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
24.2,6001,2023-07-31 16:56:10 UTC,7575,2023-07-31 16:56:10 UTC,TEL-2023-010,Yes,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.74,6001,2023-07-31 16:52:00 UTC,7552,2023-07-31 16:52:02 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
24.01,6001,2023-07-31 16:52:20 UTC,7553,2023-07-31 16:52:20 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.75,6001,2023-07-31 16:52:34 UTC,7554,2023-07-31 16:52:34 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.64,6001,2023-07-31 16:52:42 UTC,7555,2023-07-31 16:52:42 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
27.29,6001,2023-07-31 16:53:06 UTC,7557,2023-07-31 16:53:06 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
25.37,6001,2023-07-31 16:53:14 UTC,7558,2023-07-31 16:53:14 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.5,6001,2023-07-31 16:53:24 UTC,7559,2023-07-31 17:36:59 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.37,6001,2023-07-31 16:53:32 UTC,7560,2023-07-31 16:53:32 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
25.22,6001,2023-07-31 16:53:45 UTC,7562,2023-07-31 16:53:45 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.6,6001,2023-07-31 16:54:13 UTC,7563,2023-07-31 16:54:13 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.74,6001,2023-07-31 16:54:26 UTC,7564,2023-07-31 16:54:26 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.4,6001,2023-07-31 16:54:34 UTC,7565,2023-07-31 16:54:34 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.94,6001,2023-07-31 16:54:49 UTC,7566,2023-07-31 16:54:49 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.58,6001,2023-07-31 16:55:02 UTC,7567,2023-07-31 16:55:02 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.27,6001,2023-07-31 16:55:09 UTC,7568,2023-07-31 17:37:38 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
24.15,6001,2023-07-31 16:55:15 UTC,7569,2023-07-31 16:55:15 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
21.36,6001,2023-07-31 16:55:26 UTC,7570,2023-07-31 16:55:26 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.41,6001,2023-07-31 16:55:37 UTC,7571,2023-07-31 16:55:37 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.85,6001,2023-07-31 16:55:44 UTC,7572,2023-07-31 16:55:44 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
25.16,6001,2023-07-31 16:55:51 UTC,7573,2023-07-31 16:55:51 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.16,6001,2023-07-31 16:56:01 UTC,7574,2023-07-31 16:56:01 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
25.48,6001,2023-07-31 16:56:43 UTC,7577,2023-07-31 16:56:43 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
24.86,6001,2023-07-31 16:56:48 UTC,7578,2023-07-31 16:56:48 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.48,6001,2023-07-31 16:56:55 UTC,7579,2023-07-31 16:56:55 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.88,6001,2023-07-31 16:57:04 UTC,7580,2023-07-31 16:57:04 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.28,6001,2023-07-31 16:57:18 UTC,7581,2023-07-31 16:57:18 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.16,6001,2023-07-31 16:57:27 UTC,7582,2023-07-31 16:57:27 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
24.38,6001,2023-07-31 16:57:38 UTC,7583,2023-07-31 16:57:38 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
29.08,6001,2023-07-31 16:57:47 UTC,7584,2023-07-31 16:57:47 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.6,6001,2023-07-31 16:58:11 UTC,7585,2023-07-31 16:58:11 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.36,6001,2023-07-31 17:09:18 UTC,7586,2023-07-31 17:09:18 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.64,6001,2023-07-31 17:09:27 UTC,7587,2023-07-31 17:09:27 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.92,6001,2023-07-31 17:09:33 UTC,7588,2023-07-31 17:09:33 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
20.86,6001,2023-07-31 17:09:41 UTC,7589,2023-07-31 17:09:41 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
23.58,6001,2023-07-31 17:09:45 UTC,7590,2023-07-31 17:09:45 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
18.62,6001,2023-07-31 17:09:51 UTC,7591,2023-07-31 17:09:51 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
22.32,6001,2023-07-31 17:09:58 UTC,7592,2023-07-31 17:09:58 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
25.8,6001,2023-07-31 17:10:07 UTC,7593,2023-07-31 17:10:07 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
19.96,6001,2023-07-31 17:10:13 UTC,7594,2023-07-31 17:10:13 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
6.3,6001,2023-07-31 17:10:21 UTC,7595,2023-07-31 17:10:21 UTC,TEL-2023-010,No,199,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
11.72,6003,2023-07-31 17:11:06 UTC,7597,2023-07-31 17:11:06 UTC,TEL-2023-010,Yes,199,1,1,127144,31,"TURBOT,GREENLAND HALIBUT","Flétan du groenland, turbot",Reinhardtius hippoglossoides,710efa37-823e-4f1a-9e18-2ef4e501811a
0.48,6005,2023-07-31 17:11:32 UTC,7599,2023-07-31 17:11:32 UTC,TEL-2023-010,Yes,199,1,1,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820
0.66,6004,2023-07-31 17:11:24 UTC,7598,2023-07-31 17:11:24 UTC,TEL-2023-010,Yes,199,1,1,158988,112,LONGFIN HAKE; UROPHYCIS,Merluche à longues nageoires,Phycis chesteri,175992f4-ef1b-4a3a-92e6-50de9d1467ee
0.272,6002,2023-07-31 17:10:48 UTC,7596,2023-07-31 17:10:48 UTC,TEL-2023-010,Yes,199,1,1,126617,146,Rakery beaconlamp,Lanterne-bouée râtelière,Lampanyctus macdonaldi,700c9279-a94e-4016-8b23-b3ee52c95866
1.66,6006,2023-07-31 17:11:47 UTC,7600,2023-07-31 17:11:47 UTC,TEL-2023-010,Yes,199,1,1,105865,201,THORNY SKATE,Raie épineuse,Amblyraja radiata,5d564ede-2a5f-4148-acae-dc01d45e7bdd
0.116,6008,2023-07-31 17:12:14 UTC,7602,2023-07-31 17:12:14 UTC,TEL-2023-010,Yes,199,1,1,183289,410,MARLIN-SPIKE GRENADIER,Grenadier du grand banc,Nezumia bairdii,62b17d61-dd68-470a-8900-a29d9b084eba
0.004,6017,2023-07-31 17:19:01 UTC,7610,2023-07-31 17:19:01 UTC,TEL-2023-010,Yes,199,1,1,127120,646,ATLANTIC SOFT POUT,Molasse atlantique,Melanostigma atlanticum,0b5f6eab-363b-4191-b6a7-785dcb0a74f2
0.008,6009,2023-07-31 17:12:33 UTC,7603,2023-07-31 17:12:33 UTC,TEL-2023-010,No,199,1,1,103815,1812,Sea Potato (B. ovifera),Patate de mer (B. ovifera),Boltenia ovifera,7224ae84-9075-11ec-8fd9-a08cfde36583
0.308,6016,2023-07-31 17:17:46 UTC,7609,2023-07-31 17:17:46 UTC,TEL-2023-010,No,199,1,1,107676,2221,Pink glass shrimp,Sivade rose (Crevette blanche),Pasiphaea multidentata,a041bed4-9c9a-4ce1-8614-7f7505772d9f
0.526,6018,2023-07-31 17:20:20 UTC,7611,2023-07-31 17:20:20 UTC,TEL-2023-010,Yes,199,1,1,107205,2523,NORTHERN STONE CRAB,Crabe épineux du Nord,Lithodes maja,555d8971-6fa1-4fec-97ea-8f790c961a24
0.012,6019,2023-07-31 17:22:39 UTC,7612,2023-07-31 17:22:39 UTC,TEL-2023-010,No,199,1,1,141983,4357,BROAD YOLDIA; INCL MEGAYOLDIA THRACIAEFORMIS; YOLDIA,Bivalve (M. thraciaeformis),Megayoldia thraciaeformis,4dbed526-3e2b-4ce5-8cd6-d63b573c3030
0.062,6010,2023-07-31 17:12:51 UTC,7604,2023-07-31 17:12:51 UTC,TEL-2023-010,Yes,199,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.024,6013,2023-07-31 17:16:21 UTC,7607,2023-07-31 17:16:21 UTC,TEL-2023-010,No,199,1,1,123915,6115,MUD STAR,Étoile de mer (C. crispatus),Ctenodiscus crispatus,09d8152f-17d3-4565-8684-4691d258f4f3
