species,confidence,X2023SAB.01,X2023SAB.02,X2023SAB.03,X2023SAB.04,X2023SAB.05,X2023SAB.06,X2023SAB.07,X2023SAB.08,X2023SAB.09,X2023SAB.10,X2023SAB.100,X2023SAB.101,X2023SAB.102,X2023SAB.103,X2023SAB.104,X2023SAB.105,X2023SAB.106,X2023SAB.107,X2023SAB.108,X2023SAB.109,X2023SAB.11,X2023SAB.110,X2023SAB.111,X2023SAB.112,X2023SAB.113,X2023SAB.114,X2023SAB.115,X2023SAB.116,X2023SAB.117,X2023SAB.118,X2023SAB.119,X2023SAB.12,X2023SAB.120,X2023SAB.121,X2023SAB.122,X2023SAB.13,X2023SAB.14,X2023SAB.15,X2023SAB.16,X2023SAB.17,X2023SAB.18,X2023SAB.19,X2023SAB.20,X2023SAB.21,X2023SAB.22,X2023SAB.23,X2023SAB.24,X2023SAB.25,X2023SAB.26,X2023SAB.27,X2023SAB.28,X2023SAB.29,X2023SAB.30,X2023SAB.31,X2023SAB.32,X2023SAB.33,X2023SAB.34,X2023SAB.35,X2023SAB.36,X2023SAB.37,X2023SAB.38,X2023SAB.39,X2023SAB.40,X2023SAB.41,X2023SAB.42,X2023SAB.43,X2023SAB.44,X2023SAB.45,X2023SAB.46,X2023SAB.47,X2023SAB.48,X2023SAB.49,X2023SAB.50,X2023SAB.51,X2023SAB.52,X2023SAB.53,X2023SAB.54,X2023SAB.55,X2023SAB.56,X2023SAB.57,X2023SAB.58,X2023SAB.59,X2023SAB.60,X2023SAB.61,X2023SAB.62,X2023SAB.63,X2023SAB.64,X2023SAB.65,X2023SAB.66,X2023SAB.67,X2023SAB.68,X2023SAB.69,X2023SAB.70,X2023SAB.71,X2023SAB.72,X2023SAB.73,X2023SAB.74,X2023SAB.75,X2023SAB.76,X2023SAB.77,X2023SAB.78,X2023SAB.79,X2023SAB.80,X2023SAB.81,X2023SAB.82,X2023SAB.83,X2023SAB.84,X2023SAB.85,X2023SAB.86,X2023SAB.87,X2023SAB.88,X2023SAB.89,X2023SAB.90,X2023SAB.91,X2023SAB.92,X2023SAB.93,X2023SAB.94,X2023SAB.95,X2023SAB.96,X2023SAB.97,X2023SAB.98,X2023SAB.99,X2023SCATARIE.001,X2023SCATARIE.002,X2023SCATARIE.003
Artacama_proboscidea,1,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,80,0,22,0,15,87,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Thelepus_cincinnatus,1,363,268,409,246,1260,1512,1194,11,19,2857,18306,15483,0,0,23471,17788,0,14,27,0,3272,0,0,89,528,0,0,22,4,0,19,4184,0,0,0,41,29,4930,0,0,0,0,0,0,6843,0,273,313,224,316,254,373,386,154,165,37,85,63,294,238,163,118,73,131,172,3817,236,8,199,426,9,5171,1891,316,322,372,147,121,164,15,26,0,9113,5436,20,21,0,0,0,0,0,0,0,11189,13033,9336,0,6,9,7952,4877,2337,1927,3321,0,2007,0,0,7717,7987,907,906,899,6963,9074,3405,9625,165,80,0,12635,38472,28,21,0
Calanus_glacialis,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calanus_marshallae,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calanus_glacialis,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Catablema_vesicarium,1,140,0,52,75,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,100,0,0,0,0,28,0,29,0,0,0,70,0,0,36,0,0,60,0,11,0,0,0,0,0,0,0,0,0,78,0,0,71,0,0,229,0,60,191,112,123,0,0,0,151,230,29,0,62,95,0,206,92,0,0,23,0,31,0,0,0,0,110,0,0,0,120,19,0,0,0,0,0,26,0,10,0,0,0,60,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catablema_vesicarium,1,0,20,0,0,0,24,0,0,0,77,0,18,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,126,55,0,0,0,0,175,0,0,0,42,41,0,0,88,0,0,81,0,0,62,0,0,47,0,0,0,0,0,0,0,122,38,0,0,0,0,0,83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0
Catablema_vesicarium,1,0,88,0,0,0,0,0,0,0,0,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,5,0,0,0,0,0,0,35,0,0,0,0,65,0,0,75,0,0,111,205,0,155,57,0,69,0,62,239,75,0,54,139,0,0,0,0,59,0,1478,0,0,9,0,33,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0
Catablema_vesicarium,1,0,0,0,0,0,0,31,0,0,75,0,0,0,0,0,62,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,142,0,0,0,65,0,0,24,0,0,0,42,0,0,0,23,0,0,61,0,124,46,209,187,0,0,37,27,91,0,0,0,0,0,66,45,0,0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,0,37,27,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
Praxillella_praetermissa_CMC02,0.85,132,0,11,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,132,46,253,138,201,284,202,187,81,118,66,247,106,0,0,0,0,59,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,201,251,0,0,0,176,0,0,0,0,0,0,0,0,102,213,0,0,0,78,115,207,137,0,0,0,0,0,0,0,0
Praxillella_praetermissa_CMC02,0.99,38,0,0,0,0,0,0,0,0,0,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,42,67,9,93,81,62,33,58,40,69,63,49,74,71,3,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,124,24,0,0,0,54,0,0,0,0,0,0,0,0,94,6,0,0,0,49,56,78,86,0,0,0,0,0,0,0,0
Praxillella_praetermissa_CMC02,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,30,53,106,33,0,0,46,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Praxillella_praetermissa_CMC02,0.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,22,0,0,0,0,0,0,5,0,18,32,0,0,6,2,13,5,5,9,6,14,4,5,5,7,3,0,35,0,0,66,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,10,0,0,0,7,38,0,0,0,0,0,0,0,3,6,0,0,0,27,9,3,4,0,0,0,0,0,0,0,0
Praxillella_praetermissa_CMC02,0.79,311,0,0,0,16,0,95,0,0,80,0,0,0,0,0,36,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,112,0,0,0,0,0,0,334,0,117,80,121,242,226,207,641,443,411,629,706,942,259,278,461,653,365,210,1236,71,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,108,125,0,0,0,0,0,0,0,0,0,470,813,726,0,0,0,296,114,0,25,27,0,68,0,0,392,518,16,0,0,241,266,265,341,0,0,0,61,38,0,0,0
Dendrobeania_murrayana,1,0,0,42,42,117,0,31,0,0,0,0,0,164,152,0,0,153,11,49,0,0,20,19,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,13,0,0,0,0,0,0,0,0,9,0,7,8,0,0,0,22,0,0,0,0,20,0,0,28,28,3,19,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,18,28,16,0,0,0,0,19,5,44,39,0,0,0,0,0,0,0,0,0,0,111,144,0
Calanus_finmarchicus,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
Psolus_phantapus,1,22,36,0,0,28,0,3,0,0,0,36,29,46,0,32,62,16,41,16,0,0,4,0,9,0,0,0,0,7,0,0,48,0,0,59,0,0,95,0,0,0,0,0,0,34,0,0,0,13,9,0,3,22,0,41,28,34,22,17,80,90,0,59,88,0,23,0,45,24,50,0,0,0,3,10,8,0,0,0,0,0,0,23,20,0,11,0,10,0,0,0,25,0,64,32,32,0,0,0,64,12,11,12,8,0,0,0,0,28,38,0,0,0,0,34,0,29,23,7,0,15,0,7,20,0
Ophelina_acuminata_CMC01,1,12,601,0,0,0,0,0,0,0,35,16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,47,64,33,7,0,0,0,21,15,84,0,0,13,0,0,0,0,0,0,0,0,28,6,9,0,0,29,0,58,36,61,135,2514,0,0,85,17,6,71,146,10,0,83,530,834,0,0,0,0,0,0,2,0,0,0,0,0,0,11,26,0,0,26,0,81,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0
Strongylocentrotus_pallidus,1,42,10,13,36,51,24,19,0,0,16,0,58,57,49,39,0,95,42,25,0,13,0,0,14,31,19,25,28,0,24,70,24,0,0,0,8,0,21,0,0,0,0,0,0,19,0,120,46,0,16,33,0,106,14,0,0,18,0,32,63,37,63,11,0,33,11,31,0,6,0,0,14,15,15,22,58,9,31,0,0,0,10,0,26,53,0,21,0,0,0,0,5,0,47,209,37,0,0,0,90,86,65,69,122,0,15,0,0,58,43,57,7,19,200,114,31,120,58,61,14,26,76,42,32,0
Strongylocentrotus_droebachiensis,1,0,0,0,10,0,0,0,0,0,0,0,21,147,39,0,0,172,41,24,0,0,25,15,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0
Strongylocentrotus_droebachiensis,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,0,0,0,0,22,0,0
Strongylocentrotus_droebachiensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oithona_similis,1,0,0,0,45,6,13,102,0,426,2,9,0,206,0,11,0,226,1064,0,822,0,398,1263,46,72,0,0,0,41,4,0,13,0,0,43,1954,2982,0,13,8,36,8,0,16,155,0,14,0,0,20,0,13,0,0,7,0,9,0,0,0,0,0,0,0,0,13,8,0,0,0,0,5,0,7,0,12,6,0,12,439,838,800,0,15,0,0,0,0,139,0,0,0,0,37,0,0,144,307,425,6,85,0,0,0,33,0,249,407,69,0,315,623,1817,0,0,0,13,105,43,0,0,0,16,12,0
Phacellophora_camtschatica,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,0,0,0,0,69,48,25,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,7,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,15,0,42,44,82,0,20,0,0,0,255,0,36,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanassa_venusta,1,0,0,0,0,0,0,0,0,0,0,65,50,0,0,0,14,0,0,0,0,0,0,0,0,0,44,14,30,10,192,122,0,0,0,23,0,0,0,0,0,0,5,0,0,27,0,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,63,55,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,38,0,0,0
Scoloplos_armiger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,24,0,0,0,0,0,8,0,0,0,0,0,12,0,85,0,390,9,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,80,0,2092,0,0,0,5144,151,6216,2983,0,370,1141,958,5886,0,0,0,0,0,0,0,0,0,0,0,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,10569,0,0,0,0,259,2136,0,0,0,0,0,0,0,0,0,0,2075,4372,0,0,2346,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,5781,0,0,0,0,0,0,0,0,0,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,1610,0,0,0,2983,0,0,0,0,0,11349,0,0,0,16648,14533,36890,25046,0,9808,18083,8109,5399,0,15,0,0,54,0,0,0,0,0,5165,11020,0,0,3845,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,666,0,152,0,0,9557,3197,1173,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,8455,16636,23869,0,0,0,0,55,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,1865,0,0,0,0,0,0,0,0,16347,3758,0,0,0,10612,0,6931,0,0,0,0,24792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,163,8337,0,0,0,0,0,1493,0,0,0,0,0,237,0,0,0,5355,6885,431,0,920,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,33142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,1042,502,1076,335,0,215,752,638,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,397,0,0,53,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,3521,0,0,0,42,236,162,510,0,420,680,0,568,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,169,17,1687,0,0,30,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centropages_hamatus,1,610,4,618,631,0,0,0,0,2360,2551,495,1421,5503,18,1796,413,3230,4238,1100,2985,1775,3959,5423,1875,1706,9,0,0,0,0,0,181,9,0,0,531,1850,0,0,0,0,0,0,380,1863,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,227,0,0,0,3,665,0,10,495,401,914,0,15,4650,3574,41,2,221,0,0,0,0,148,0,0,0,0,0,248,2147,131,0,0,1224,2875,158,4555,454,363,520,678,141,420,0,2624,2178,2099,771,0,6,4,1670,6155,1282,262,0,0,658,0
