Date,Site,Set Number,Fish_Number,Species,Total_Length (mm),Length_Precision,Whole specimen,Photo #,Comments
13-Aug-19,MOS,2,119,Threespine Stickleback,31,1mm,,,
13-Aug-19,MOS,2,120,Threespine Stickleback,42,1mm,,,
13-Aug-19,MOS,2,121,Threespine Stickleback,37,1mm,,,
13-Aug-19,MOS,2,122,Threespine Stickleback,30,1mm,,,
13-Aug-19,MOS,2,123,Threespine Stickleback,46,1mm,,,
13-Aug-19,MOS,2,124,Threespine Stickleback,30,1mm,,,
13-Aug-19,MOS,2,125,Threespine Stickleback,41,1mm,,,
13-Aug-19,MOS,2,126,Threespine Stickleback,31,1mm,,,
13-Aug-19,MOS,2,127,Mackerel Scad,68,1mm,,"138,139",Possibly Rough Scad (ID'd by Daphne Themelis)
13-Aug-19,MOS,2,128,Tomcod,58,1mm,,,
13-Aug-19,MOS,2,129,Threespine Stickleback,39,1mm,,,
13-Aug-19,MOS,2,130,Threespine Stickleback,40,1mm,,,
13-Aug-19,MOS,2,131,Threespine Stickleback,36,1mm,,,
13-Aug-19,MOS,2,132,Threespine Stickleback,33,1mm,,,
13-Aug-19,MOS,2,133,Threespine Stickleback,36,1mm,,,
13-Aug-19,MOS,2,134,Threespine Stickleback,30,1mm,,,
13-Aug-19,MOS,2,135,Threespine Stickleback,50,1mm,,,
13-Aug-19,MOS,2,136,Threespine Stickleback,46,1mm,,,
13-Aug-19,MOS,2,137,Threespine Stickleback,45,1mm,,,
13-Aug-19,MOS,2,138,Threespine Stickleback,33,1mm,,,
13-Aug-19,MOS,2,139,Threespine Stickleback,36,1mm,,,
13-Aug-19,MOS,2,140,Threespine Stickleback,28,1mm,,,
13-Aug-19,MOS,2,141,Threespine Stickleback,42,1mm,,,
13-Aug-19,MOS,2,142,Threespine Stickleback,41,1mm,,,
13-Aug-19,MOS,2,143,Threespine Stickleback,40,1mm,,,
13-Aug-19,MOS,2,144,Threespine Stickleback,42,1mm,,,
13-Aug-19,MOS,2,145,Threespine Stickleback,30,1mm,,,
13-Aug-19,MOS,2,146,Threespine Stickleback,30,1mm,,,
13-Aug-19,MOS,2,147,Threespine Stickleback,31,1mm,,,
13-Aug-19,MOS,2,148,Threespine Stickleback,35,1mm,,,
13-Aug-19,MOS,2,149,Threespine Stickleback,29,1mm,,,
13-Aug-19,MOS,2,150,Threespine Stickleback,35,1mm,,,
13-Aug-19,MOS,2,151,Threespine Stickleback,46,1mm,,,
13-Aug-19,MOS,2,152,Threespine Stickleback,41,1mm,,,
13-Aug-19,MOS,2,153,Threespine Stickleback,55,1mm,,,Pregnant?
13-Aug-19,MOS,2,154,Threespine Stickleback,26,1mm,,,
13-Aug-19,MOS,2,155,Threespine Stickleback,41,1mm,,,
13-Aug-19,MOS,2,156,Threespine Stickleback,33,1mm,,,
13-Aug-19,MOS,2,157,Threespine Stickleback,45,1mm,,,
13-Aug-19,MOS,2,158,Tomcod,83,1mm,,,
13-Aug-19,MOS,2,159,Tomcod,59,1mm,,,
13-Aug-19,MOS,2,160,Tomcod,66,1mm,,,
13-Aug-19,MOS,2,161,Tomcod,67,1mm,,,
13-Aug-19,MOS,2,162,Carangidae,64,1mm,y,,Check ID with Daphne
13-Aug-19,MOS,2,163,Tomcod,59,1mm,,,
13-Aug-19,MOS,2,164,White Hake,67,1mm,,,
13-Aug-19,MOS,2,165,Tomcod,72,1mm,,,
13-Aug-19,MOS,2,166,Tomcod,69,1mm,,,
13-Aug-19,MOS,2,167,Spotted Stickleback,32,1mm,eDNA024,,Check ID on microscope
13-Aug-19,MOS,2,168,Cunner,45,1mm,,,
13-Aug-19,MOS,2,169,Sculpin,83,1mm,eDNA025,"140,141",
13-Aug-19,MOS,2,170,White Hake,83,1mm,,,
13-Aug-19,MOS,2,171,Tomcod,101,1mm,,,
13-Aug-19,MOS,2,172,Cunner,71,1mm,,,
13-Aug-19,MOS,2,173,Sculpin,35,1mm,,142,
13-Aug-19,MOS,2,174,Tomcod,76,1mm,,,
13-Aug-19,MOS,2,175,Cunner,49,1mm,,,
13-Aug-19,MOS,2,176,Cunner,49,1mm,,,
14-Aug-19,FAI,1,1,Cunner,72,1mm,,,
14-Aug-19,FAI,1,2,Cunner,69,1mm,,,
14-Aug-19,FAI,1,3,Sculpin,49,1mm,y,146-147,
14-Aug-19,FAI,1,4,Tomcod,60,1mm,,,
14-Aug-19,FAI,1,5,Tomcod,61,1mm,,,
14-Aug-19,FAI,1,6,Tomcod,74,1mm,,,
14-Aug-19,FAI,1,7,Threespine Stickleback,46,1mm,,,
14-Aug-19,FAI,1,8,Threespine Stickleback,31,1mm,,,
14-Aug-19,FAI,1,9,Threespine Stickleback,33,1mm,,,
14-Aug-19,FAI,1,10,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,11,Threespine Stickleback,34,1mm,,,
14-Aug-19,FAI,1,12,Sculpin,38,1mm,y,,
14-Aug-19,FAI,1,13,Threespine Stickleback,24,1mm,,,
14-Aug-19,FAI,1,14,Threespine Stickleback,44,1mm,,,
14-Aug-19,FAI,1,15,Threespine Stickleback,39,1mm,,,
14-Aug-19,FAI,1,16,Threespine Stickleback,40,1mm,,,
14-Aug-19,FAI,1,17,Threespine Stickleback,40,1mm,,,
14-Aug-19,FAI,1,18,Threespine Stickleback,43,1mm,,,
14-Aug-19,FAI,1,19,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,20,Threespine Stickleback,38,1mm,,,
14-Aug-19,FAI,1,21,Threespine Stickleback,36,1mm,,,
14-Aug-19,FAI,1,22,Threespine Stickleback,42,1mm,,,
14-Aug-19,FAI,1,23,Threespine Stickleback,36,1mm,,,
14-Aug-19,FAI,1,24,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,25,Threespine Stickleback,40,1mm,,,
14-Aug-19,FAI,1,26,Threespine Stickleback,39,1mm,,,
14-Aug-19,FAI,1,27,Threespine Stickleback,40,1mm,,,
14-Aug-19,FAI,1,28,Sculpin,74,1mm,y,in tube with previous sculpin,
14-Aug-19,FAI,1,29,Atlantic Silverside,75,1mm,,,
14-Aug-19,FAI,1,30,Cunner,70,1mm,,,
14-Aug-19,FAI,1,31,Threespine Stickleback,44,1mm,,,
14-Aug-19,FAI,1,32,Threespine Stickleback,31,1mm,,,
14-Aug-19,FAI,1,33,Threespine Stickleback,35,1mm,,,
14-Aug-19,FAI,1,34,Threespine Stickleback,36,1mm,,,
14-Aug-19,FAI,1,35,Threespine Stickleback,35,1mm,,,
14-Aug-19,FAI,1,36,Threespine Stickleback,32,1mm,,,
14-Aug-19,FAI,1,37,Threespine Stickleback,36,1mm,,,
14-Aug-19,FAI,1,38,Threespine Stickleback,36,1mm,,,
14-Aug-19,FAI,1,39,Tomcod,63,1mm,,,
14-Aug-19,FAI,1,40,Threespine Stickleback,32,1mm,,,
14-Aug-19,FAI,1,41,Threespine Stickleback,44,1mm,,,
14-Aug-19,FAI,1,42,Atlantic Silverside,80,1mm,,,
14-Aug-19,FAI,1,43,Threespine Stickleback,45,1mm,,,
14-Aug-19,FAI,1,44,Threespine Stickleback,39,1mm,,,
14-Aug-19,FAI,1,45,Threespine Stickleback,46,1mm,,,
14-Aug-19,FAI,1,46,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,47,Threespine Stickleback,42,1mm,,,
14-Aug-19,FAI,1,48,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,49,Tomcod,65,1mm,,,
14-Aug-19,FAI,1,50,Threespine Stickleback,39,1mm,,,
14-Aug-19,FAI,1,51,Threespine Stickleback,47,1mm,,,
14-Aug-19,FAI,1,52,Threespine Stickleback,44,1mm,,,
14-Aug-19,FAI,1,53,Threespine Stickleback,50,1mm,,,
14-Aug-19,FAI,1,54,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,55,Threespine Stickleback,34,1mm,,,
14-Aug-19,FAI,1,56,Threespine Stickleback,36,1mm,,,
14-Aug-19,FAI,1,57,Threespine Stickleback,35,1mm,,,
14-Aug-19,FAI,1,58,Threespine Stickleback,42,1mm,,,
14-Aug-19,FAI,1,59,Ninespine Stickleback,50,1mm,eDNA026,148,Check ID in lab
14-Aug-19,FAI,1,60,Threespine Stickleback,33,1mm,,,
14-Aug-19,FAI,1,61,Threespine Stickleback,35,1mm,,,
14-Aug-19,FAI,1,62,Grubby Sculpin,30,1mm,eDNA027,149,
14-Aug-19,FAI,1,63,Threespine Stickleback,32,1mm,,,
14-Aug-19,FAI,1,64,Threespine Stickleback,34,1mm,,,
14-Aug-19,FAI,1,65,Threespine Stickleback,41,1mm,,,
14-Aug-19,FAI,1,66,Threespine Stickleback,40,1mm,,,
14-Aug-19,FAI,1,67,Threespine Stickleback,39,1mm,,,
14-Aug-19,FAI,1,68,Rock Gunnel,125,1mm,y,150,
14-Aug-19,FAI,1,69,Sculpin,82,1mm,,,
14-Aug-19,FAI,1,70,Tomcod,64,1mm,,,
14-Aug-19,FAI,1,71,Tomcod,68,1mm,,,
14-Aug-19,FAI,2,1,Atlantic Herring,101,1mm,,,
14-Aug-19,FAI,2,2,Atlantic Herring,78,1mm,,,
14-Aug-19,FAI,2,3,Atlantic Herring,86,1mm,,,
14-Aug-19,FAI,2,4,Atlantic Herring,100,1mm,,,
14-Aug-19,FAI,2,5,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,6,Atlantic Herring,96,1mm,,,
14-Aug-19,FAI,2,7,Atlantic Herring,93,1mm,,,
14-Aug-19,FAI,2,8,Atlantic Herring,89,1mm,,,
14-Aug-19,FAI,2,9,Atlantic Herring,101,1mm,,,
14-Aug-19,FAI,2,10,Atlantic Herring,91,1mm,,,
14-Aug-19,FAI,2,11,Atlantic Herring,92,1mm,,,
14-Aug-19,FAI,2,12,Atlantic Herring,90,1mm,,,
14-Aug-19,FAI,2,13,Atlantic Herring,87,1mm,,,
14-Aug-19,FAI,2,14,Atlantic Herring,91,1mm,,,
14-Aug-19,FAI,2,15,Atlantic Herring,92,1mm,,,
14-Aug-19,FAI,2,16,Atlantic Herring,91,1mm,,,
14-Aug-19,FAI,2,17,Atlantic Herring,93,1mm,,,
14-Aug-19,FAI,2,18,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,19,Atlantic Herring,97,1mm,,,
14-Aug-19,FAI,2,20,Atlantic Herring,97,1mm,,,
14-Aug-19,FAI,2,21,Atlantic Herring,94,1mm,,,
14-Aug-19,FAI,2,22,Atlantic Herring,105,1mm,,,
14-Aug-19,FAI,2,23,Atlantic Herring,105,1mm,,,
14-Aug-19,FAI,2,24,Atlantic Herring,113,1mm,,,
14-Aug-19,FAI,2,25,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,26,Atlantic Herring,96,1mm,,,
14-Aug-19,FAI,2,27,Atlantic Herring,98,1mm,,,
14-Aug-19,FAI,2,28,Atlantic Herring,111,1mm,,,
14-Aug-19,FAI,2,29,Atlantic Herring,79,1mm,,,
14-Aug-19,FAI,2,30,Atlantic Herring,98,1mm,,,
14-Aug-19,FAI,2,31,Atlantic Herring,96,1mm,,,
14-Aug-19,FAI,2,32,Atlantic Herring,91,1mm,,,
14-Aug-19,FAI,2,33,Atlantic Herring,103,1mm,,,
14-Aug-19,FAI,2,34,Atlantic Herring,102,1mm,,,
14-Aug-19,FAI,2,35,Atlantic Herring,91,1mm,,,
14-Aug-19,FAI,2,36,Atlantic Herring,104,1mm,,,
14-Aug-19,FAI,2,37,Atlantic Herring,85,1mm,,,
14-Aug-19,FAI,2,38,Atlantic Herring,77,1mm,,,
14-Aug-19,FAI,2,39,Atlantic Herring,101,1mm,,,
14-Aug-19,FAI,2,40,Atlantic Herring,92,1mm,,,
14-Aug-19,FAI,2,41,Atlantic Herring,97,1mm,,,
14-Aug-19,FAI,2,42,Atlantic Herring,101,1mm,,,
14-Aug-19,FAI,2,43,Atlantic Herring,98,1mm,,,
14-Aug-19,FAI,2,44,Atlantic Herring,98,1mm,,,
14-Aug-19,FAI,2,45,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,46,Atlantic Herring,91,1mm,,,
14-Aug-19,FAI,2,47,Atlantic Herring,96,1mm,,,
14-Aug-19,FAI,2,48,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,49,Atlantic Herring,90,1mm,,,
14-Aug-19,FAI,2,50,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,51,Atlantic Herring,94,1mm,,,
14-Aug-19,FAI,2,52,Atlantic Herring,92,1mm,,,
14-Aug-19,FAI,2,53,Atlantic Herring,95,1mm,,,
14-Aug-19,FAI,2,54,White Hake,144,1mm,,,Big hake!
14-Aug-19,FAI,2,55,Tomcod,66,1mm,,,
14-Aug-19,FAI,2,56,Tomcod,76,1mm,,,
14-Aug-19,FAI,2,57,Ninespine Stickleback,35,1mm,,,
14-Aug-19,FAI,2,58,Atlantic Silverside,80,1mm,,,
14-Aug-19,FAI,2,59,Tomcod,66,1mm,,,
14-Aug-19,FAI,2,60,Tomcod,56,1mm,,,Mort
14-Aug-19,FAI,2,61,Tomcod,61,1mm,,,
14-Aug-19,FAI,2,62,Tomcod,68,1mm,,,
14-Aug-19,FAI,2,63,Sculpin,31,1mm,,,
14-Aug-19,FAI,2,64,Tomcod,73,1mm,,,
14-Aug-19,FAI,2,65,Sculpin,30,1mm,,,
14-Aug-19,FAI,2,66,Tomcod,57,1mm,,,
14-Aug-19,FAI,2,67,Sculpin,67,1mm,,,
14-Aug-19,FAI,2,68,Tomcod,63,1mm,,,
14-Aug-19,FAI,2,69,Cunner,63,1mm,,,
14-Aug-19,FAI,2,70,Ninespine Stickleback,40,1mm,,,
14-Aug-19,FAI,2,71,Tomcod,65,1mm,,,
14-Aug-19,FAI,2,72,Sculpin,35,1mm,,,
14-Aug-19,FAI,2,73,Sculpin,31,1mm,,,
14-Aug-19,FAI,2,74,Rock Gunnel,95,1mm,,,
14-Aug-19,FAI,2,75,Threespine Stickleback,76,1mm,,,
14-Aug-19,FAI,2,76,Cunner,66,1mm,,,
14-Aug-19,FAI,2,77,Sculpin,28,1mm,,,
14-Aug-19,FAI,2,78,Sculpin,30,1mm,,,mort
14-Aug-19,FAI,2,79,Sand Lance,91,1mm,,,
14-Aug-19,FAI,2,80,Sculpin,35,1mm,,,mort
14-Aug-19,FAI,2,81,Sculpin,32,1mm,,,mort
14-Aug-19,FAI,2,82,Grubby Sculpin,28,1mm,eDNA028,,mort
14-Aug-19,FAI,3,1,Tomcod,70,1mm,,,
14-Aug-19,FAI,3,2,Tomcod,61,1mm,,,
14-Aug-19,FAI,3,3,Cunner,57,1mm,,,
14-Aug-19,FAI,3,4,Tomcod,65,1mm,,,
26-Aug-19,PLS,1,1,White Hake,75,1mm,,,
26-Aug-19,PLS,1,2,Tomcod,101,1mm,,,
26-Aug-19,PLS,1,3,Threespine Stickleback,49,1mm,,,
26-Aug-19,PLS,1,4,Threespine Stickleback,51,1mm,,,
26-Aug-19,PLS,1,5,Threespine Stickleback,47,1mm,,,
26-Aug-19,PLS,1,6,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,7,Threespine Stickleback,50,1mm,,,
26-Aug-19,PLS,1,8,Threespine Stickleback,52,1mm,,,
26-Aug-19,PLS,1,9,Threespine Stickleback,46,1mm,,,
26-Aug-19,PLS,1,10,Threespine Stickleback,40,1mm,,,
26-Aug-19,PLS,1,11,Sculpin,45,1mm,,256-257,
26-Aug-19,PLS,1,12,Threespine Stickleback,43,1mm,,,
26-Aug-19,PLS,1,13,Threespine Stickleback,42,1mm,,,
26-Aug-19,PLS,1,14,Threespine Stickleback,35,1mm,,,
26-Aug-19,PLS,1,15,Threespine Stickleback,37,1mm,,,
26-Aug-19,PLS,1,16,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,17,Threespine Stickleback,45,1mm,,,
26-Aug-19,PLS,1,18,Threespine Stickleback,40,1mm,,,
26-Aug-19,PLS,1,19,Threespine Stickleback,51,1mm,,,
26-Aug-19,PLS,1,20,Threespine Stickleback,39,1mm,,,
26-Aug-19,PLS,1,21,Threespine Stickleback,37,1mm,,,
26-Aug-19,PLS,1,22,Threespine Stickleback,48,1mm,,,
26-Aug-19,PLS,1,23,Threespine Stickleback,35,1mm,,,
26-Aug-19,PLS,1,24,Threespine Stickleback,26,1mm,,,
26-Aug-19,PLS,1,25,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,26,Threespine Stickleback,45,1mm,,,
26-Aug-19,PLS,1,27,Threespine Stickleback,37,1mm,,,
26-Aug-19,PLS,1,28,Threespine Stickleback,46,1mm,,,
26-Aug-19,PLS,1,29,Threespine Stickleback,50,1mm,,,
26-Aug-19,PLS,1,30,Threespine Stickleback,43,1mm,,,
26-Aug-19,PLS,1,31,Threespine Stickleback,40,1mm,,,
26-Aug-19,PLS,1,32,Threespine Stickleback,36,1mm,,,
26-Aug-19,PLS,1,33,Threespine Stickleback,48,1mm,,,
26-Aug-19,PLS,1,34,Threespine Stickleback,38,1mm,,,
26-Aug-19,PLS,1,35,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,36,Threespine Stickleback,38,1mm,,,
26-Aug-19,PLS,1,37,Threespine Stickleback,47,1mm,,,
26-Aug-19,PLS,1,38,Threespine Stickleback,40,1mm,,,
26-Aug-19,PLS,1,39,Threespine Stickleback,46,1mm,,,
26-Aug-19,PLS,1,40,Threespine Stickleback,36,1mm,,,
26-Aug-19,PLS,1,41,Threespine Stickleback,20,1mm,,,
26-Aug-19,PLS,1,42,Threespine Stickleback,42,1mm,,,
26-Aug-19,PLS,1,43,Threespine Stickleback,36,1mm,,,
26-Aug-19,PLS,1,44,Tomcod,101,1mm,,,
26-Aug-19,PLS,1,45,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,46,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,47,Threespine Stickleback,34,1mm,,,
26-Aug-19,PLS,1,48,Threespine Stickleback,33,1mm,,,
26-Aug-19,PLS,1,49,Threespine Stickleback,31,1mm,,,
26-Aug-19,PLS,1,50,Common Lumpfish,16,1mm,eDNA031,,ID'd by D. Themelis
26-Aug-19,PLS,1,51,Sculpin,70,1mm,,,
26-Aug-19,PLS,1,52,Threespine Stickleback,31,1mm,,,
26-Aug-19,PLS,1,53,Threespine Stickleback,34,1mm,,,
26-Aug-19,PLS,1,54,Threespine Stickleback,38,1mm,,,
26-Aug-19,PLS,1,55,Threespine Stickleback,41,1mm,,,
26-Aug-19,PLS,1,56,Threespine Stickleback,45,1mm,,,
26-Aug-19,PLS,1,57,Threespine Stickleback,31,1mm,,,
26-Aug-19,PLS,1,58,Threespine Stickleback,32,1mm,,,
26-Aug-19,PLS,1,59,Sculpin,30,1mm,,,
26-Aug-19,PLS,1,60,Sculpin,36,1mm,,,
26-Aug-19,PLS,1,61,Sculpin,45,1mm,,,
26-Aug-19,PLS,1,62,Sculpin,37,1mm,,,
26-Aug-19,PLS,1,63,Sculpin,36,1mm,,,
26-Aug-19,PLS,1,64,Sculpin,33,1mm,,,
26-Aug-19,PLS,1,65,Sculpin,35,1mm,,,
26-Aug-19,PLS,1,66,Sculpin,34,1mm,,,
26-Aug-19,PLS,1,67,Sculpin,36,1mm,,,
26-Aug-19,PLS,1,68,Sculpin,42,1mm,,,
26-Aug-19,PLS,1,69,Sculpin,36,1mm,,,
26-Aug-19,PLS,1,70,Sculpin,40,1mm,,,
26-Aug-19,PLS,1,71,Sculpin,39,1mm,,,
26-Aug-19,PLS,2,1,Tomcod,115,1mm,,,
26-Aug-19,PLS,2,2,Sculpin,44,1mm,,,
26-Aug-19,PLS,2,3,Sculpin,41,1mm,,259-260,
26-Aug-19,PLS,2,4,Sculpin,45,1mm,,,
26-Aug-19,PLS,2,5,Sculpin,41,1mm,,,
26-Aug-19,PLS,2,6,Sculpin,39,1mm,,,
26-Aug-19,PLS,2,7,Sculpin,39,1mm,,,
26-Aug-19,PLS,2,8,Sculpin,40,1mm,,,
26-Aug-19,PLS,2,9,Sculpin,39,1mm,,,
26-Aug-19,PLS,2,10,Sculpin,35,1mm,,,
26-Aug-19,PLS,2,11,Sculpin,36,1mm,,,
28-Aug-19,RSE,1,1,Atlantic Silverside,59,1mm,,,
28-Aug-19,RSE,1,2,Atlantic Silverside,60,1mm,,,
28-Aug-19,RSE,1,3,Threespine Stickleback,36,1mm,,,
28-Aug-19,RSE,1,4,Mummichog,28,1mm,eDNA032,267,
28-Aug-19,RSE,1,5,Threespine Stickleback,39,1mm,,,
28-Aug-19,RSE,1,6,Sculpin,37,1mm,,268,Mort
28-Aug-19,RSE,1,7,Atlantic Silverside,55,1mm,,,
28-Aug-19,RSE,1,8,Atlantic Silverside,52,1mm,,,
28-Aug-19,RSE,1,9,Atlantic Silverside,51,1mm,,,
28-Aug-19,RSE,1,10,Ninespine Stickleback,37,1mm,,,
28-Aug-19,RSE,1,11,Atlantic Silverside,47,1mm,,,
28-Aug-19,RSE,1,12,Atlantic Silverside,54,1mm,,,
28-Aug-19,RSE,1,13,Atlantic Silverside,54,1mm,,,
28-Aug-19,RSE,1,14,Threespine Stickleback,22,1mm,,,
28-Aug-19,RSE,1,15,Threespine Stickleback,24,1mm,,,
28-Aug-19,RSE,1,16,Threespine Stickleback,27,1mm,,,
28-Aug-19,RSE,1,17,Sculpin,33,1mm,,,
28-Aug-19,RSE,1,18,Atlantic Silverside,56,1mm,,,
28-Aug-19,RSE,1,19,Threespine Stickleback,24,1mm,,,
28-Aug-19,RSE,1,20,Threespine Stickleback,25,1mm,,,
28-Aug-19,RSE,1,21,Threespine Stickleback,21,1mm,,,
28-Aug-19,RSE,1,22,Sculpin,25,1mm,,,
28-Aug-19,RSE,1,23,Sculpin,38,1mm,,,
28-Aug-19,RSE,1,24,Atlantic Silverside,58,1mm,,,
28-Aug-19,RSE,1,25,Atlantic Silverside,50,1mm,,,
28-Aug-19,RSE,1,26,Atlantic Silverside,48,1mm,,,
28-Aug-19,RSE,1,27,Atlantic Silverside,57,1mm,,,
28-Aug-19,RSE,1,28,Atlantic Silverside,52,1mm,,,
28-Aug-19,RSE,1,29,Atlantic Silverside,50,1mm,,,
28-Aug-19,RSE,1,30,Atlantic Silverside,51,1mm,,,
28-Aug-19,RSE,1,31,Atlantic Silverside,47,1mm,,,
28-Aug-19,RSE,1,32,Threespine Stickleback,25,1mm,,,
28-Aug-19,RSE,1,33,Atlantic Silverside,49,1mm,,,
28-Aug-19,RSE,1,34,Atlantic Silverside,54,1mm,,,
28-Aug-19,RSE,1,35,Threespine Stickleback,62,1mm,,,
28-Aug-19,RSE,1,36,Threespine Stickleback,44,1mm,,,
28-Aug-19,RSE,1,37,Ninespine Stickleback,46,1mm,,,
28-Aug-19,RSE,1,38,Ninespine Stickleback,35,1mm,,,
28-Aug-19,RSE,1,39,Atlantic Silverside,46,1mm,,,
28-Aug-19,RSE,1,40,Threespine Stickleback,23,1mm,,,
28-Aug-19,RSE,1,41,Atlantic Silverside,45,1mm,,,
28-Aug-19,RSE,1,42,Atlantic Silverside,50,1mm,,,
28-Aug-19,RSE,1,43,Atlantic Silverside,46,1mm,,,
28-Aug-19,RSE,1,44,Fourspine Stickleback,34,1mm,eDNA033,274,Likely fourspine stickleback - some have 5 spines though
28-Aug-19,RSE,1,45,Threespine Stickleback,56,1mm,,,
28-Aug-19,RSE,1,46,Fourspine Stickleback,33,1mm,,,
28-Aug-19,RSE,1,47,Sculpin,30,1mm,,,
28-Aug-19,RSE,1,48,Sculpin,33,1mm,,,
28-Aug-19,RSE,1,49,Fourspine Stickleback,32,1mm,eDNA034,276,
28-Aug-19,RSE,1,50,Atlantic Silverside,44,1mm,,,
28-Aug-19,RSE,1,51,Threespine Stickleback,24,1mm,,,
28-Aug-19,RSE,1,52,Sculpin,37,1mm,,,
28-Aug-19,RSE,1,53,Ninespine Stickleback,35,1mm,,,Could be a fourspine with its spines down - they are both small and have the same body shape
28-Aug-19,RSE,1,54,Ninespine Stickleback,37,1mm,,,
28-Aug-19,RSE,1,55,Threespine Stickleback,26,1mm,,,
28-Aug-19,RSE,1,56,Threespine Stickleback,28,1mm,,,
28-Aug-19,RSE,1,57,Threespine Stickleback,26,1mm,,,
28-Aug-19,RSE,1,58,Sculpin,29,1mm,,,
28-Aug-19,RSE,1,59,Threespine Stickleback,23,1mm,,,
28-Aug-19,RSE,1,60,Threespine Stickleback,27,1mm,,,
28-Aug-19,RSE,1,61,Threespine Stickleback,27,1mm,,,
28-Aug-19,RSE,1,62,Threespine Stickleback,32,1mm,,,
28-Aug-19,RSE,1,63,Atlantic Silverside,54,1mm,,,
28-Aug-19,RSE,1,64,Atlantic Silverside,49,1mm,,,
28-Aug-19,RSE,1,65,Atlantic Silverside,69,1mm,,,
28-Aug-19,RSE,1,66,Atlantic Silverside,53,1mm,,,
28-Aug-19,RSE,1,67,Threespine Stickleback,40,1mm,,,
28-Aug-19,RSE,1,68,Mummichog,34,1mm,,,
28-Aug-19,RSE,1,69,Atlantic Silverside,41,1mm,,,
28-Aug-19,RSE,1,70,Threespine Stickleback,35,1mm,,,
28-Aug-19,RSE,1,71,Threespine Stickleback,31,1mm,,,
28-Aug-19,RSE,1,72,Threespine Stickleback,38,1mm,,,
28-Aug-19,RSE,1,73,Threespine Stickleback,32,1mm,,,
28-Aug-19,RSE,1,74,Mummichog,N/A,1mm,,,Escaped before measurement
28-Aug-19,RSE,1,75,Sculpin,30,1mm,,,
28-Aug-19,RSE,1,76,Threespine Stickleback,40,1mm,,,
28-Aug-19,RSE,1,77,Ninespine Stickleback,48,1mm,,,
28-Aug-19,RSE,1,78,Fourspine Stickleback,25,1mm,,,
28-Aug-19,RSE,1,79,Threespine Stickleback,34,1mm,,,
28-Aug-19,RSE,1,80,Sculpin,33,1mm,,,
28-Aug-19,RSE,1,81,Threespine Stickleback,61,1mm,,,
28-Aug-19,RSE,1,82,Sculpin,35,1mm,,,
28-Aug-19,RSE,1,83,Sculpin,32,1mm,,280-281,
28-Aug-19,RSE,1,84,Fourspine Stickleback,41,1mm,,,
28-Aug-19,RSE,1,85,Fourspine Stickleback,28,1mm,,,
28-Aug-19,RSE,1,86,Sculpin,73,1mm,,282-283,
28-Aug-19,RSE,1,87,Atlantic Silverside,55,1mm,,,
28-Aug-19,RSE,1,88,Fourspine Stickleback,32,1mm,,,
28-Aug-19,RSE,1,89,Ninespine Stickleback,39,1mm,,,
28-Aug-19,RSE,1,90,Atlantic Silverside,56,1mm,,,
28-Aug-19,RSE,1,91,Mummichog,29,1mm,,,
28-Aug-19,RSE,1,92,Sculpin,31,1mm,,,
28-Aug-19,RSE,1,93,Sculpin,26,1mm,,,
28-Aug-19,RSE,1,94,Sculpin,65,1mm,,284,
28-Aug-19,RSE,1,95,Atlantic Silverside,47,1mm,,,
28-Aug-19,RSE,1,96,Sculpin,35,1mm,,,
28-Aug-19,RSE,1,97,Fourspine Stickleback,35,1mm,,,
28-Aug-19,RSE,1,98,Sculpin,30,1mm,,,
28-Aug-19,RSE,1,99,Atlantic Silverside,69,1mm,,,
28-Aug-19,RSE,1,100,Atlantic Silverside,52,1mm,,,
28-Aug-19,RSE,1,101,Fourspine Stickleback,37,1mm,,285,
28-Aug-19,RSE,1,102,Sculpin,34,1mm,,,
28-Aug-19,RSE,1,103,Ninespine Stickleback,48,1mm,,,
28-Aug-19,RSE,1,104,Atlantic Silverside,46,1mm,,,
28-Aug-19,RSE,1,105,Threespine Stickleback,36,1mm,,,
28-Aug-19,RSE,1,106,Atlantic Silverside,57,1mm,,,
28-Aug-19,RSE,1,107,Atlantic Silverside,59,1mm,,,
28-Aug-19,RSE,1,108,Ninespine Stickleback,31,1mm,,,
28-Aug-19,RSE,1,109,Ninespine Stickleback,46,1mm,,,
