ASV	Sample-1	Sample-10	Sample-100	Sample-11	Sample-12	Sample-13	Sample-14	Sample-15	Sample-16	Sample-17	Sample-18	Sample-19	Sample-2	Sample-20	Sample-21	Sample-22	Sample-23	Sample-24	Sample-25	Sample-26	Sample-27	Sample-28	Sample-29	Sample-3	Sample-30	Sample-31	Sample-32	Sample-33	Sample-34	Sample-35	Sample-36	Sample-37	Sample-38	Sample-39	Sample-4	Sample-40	Sample-41	Sample-42	Sample-43	Sample-44	Sample-45	Sample-46	Sample-47	Sample-48	Sample-49	Sample-5	Sample-50	Sample-51	Sample-52	Sample-53	Sample-54	Sample-55	Sample-56	Sample-57	Sample-58	Sample-59	Sample-6	Sample-60	Sample-61	Sample-62	Sample-63	Sample-64	Sample-65	Sample-66	Sample-67	Sample-68	Sample-69	Sample-7	Sample-70	Sample-71	Sample-72	Sample-73	Sample-74	Sample-75	Sample-76	Sample-77	Sample-78	Sample-79	Sample-8	Sample-80	Sample-81	Sample-82	Sample-83	Sample-84	Sample-85	Sample-86	Sample-87	Sample-88	Sample-89	Sample-9	Sample-90	Sample-91	Sample-92	Sample-93	Sample-94	Sample-95	Sample-96	Sample-97	Sample-98	Sample-99
b4912582ebe54dd793e4bb1aee967611	443	0	0	122	0	0	77	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	350	547	0	0	263	0	94	0	0	0	44	0	0	87	0	0	0	0	0	0	0	38	107	0	104	0	99	0	110	0	189	0	128	0	0	246	0	205	0	0	0	266	0	0	0	0	25	0	0	17	0	0	0	1786	0	0	385	0	535	0	192	0	40	0	64	0	142	61	0	0	0	0	0	0	0	0	10
fb879c30dd57b5e57a60762ba879cc76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2112	0	0	0	0	0	0	4238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c372d14c104dae81896b81a82aab3ab2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06f17e733bd2211333baf500efa918f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a2b8dd1387f14dbab0f94ae645fca2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6689	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577c33c85b87978cc0d371f09dfce222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c356d739f655e6f8ae759b2885c602b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995	0	0	0	0	0	0	0	0	0	0	0	0	2347	0	0	0	0	0	0	0	0	1457	0	0	0	0	0	0	0	0	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2d0f2376e1e2d6423ca7a0ef373d536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2435	0	0	0	0	0	0	0	0	0	0	0	0	2059	0	0	0	0	0	0	0	0	0	0	1195	0	0	0	0	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea3419c152cb87a51786bd92a9f3ba57	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d9a2d4e2b6a2750f17212e6500922d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73ba26f4b061e8eabb3909a623a289ac	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	13	0	1876	0	49	0	485	0	83	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	31	0	0	140	0	549	0	0	74	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6982b048a8124d862627e84ec2f14f3f	0	0	0	0	0	0	0	0	0	0	0	0	0	1543	0	2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2769	0	0	0	0	0	0	0
f112488ea768741ac56ac09dd633cfaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	822	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	3247	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a94ca2d2debbe5e44b0ad32fa8552ba	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	298	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	0	950	0	110	0	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c6502cb1d7bf5e7140194ba3ed4fa1d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea9e17aeb0bd2b81e6d0c2841603e596	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	0	1799	0	0	1140	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	481	0	248	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9bbb9530016533c1215bc06c02e14cb	0	72	0	0	338	0	0	164	32	115	0	25	0	0	41	0	0	0	27	0	96	0	305	0	0	340	0	0	187	105	74	26	91	144	0	100	120	78	51	47	14	0	61	113	0	0	0	0	72	0	49	0	227	0	41	0	0	214	0	314	257	118	1033	160	0	90	29	0	0	44	0	0	0	0	0	15	0	177	41	0	94	32	0	19	0	0	0	106	70	0	47	0	42	165	0	0	0	313	0	0
2add9af543c0c742c833b60ce5e7628c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a952795234f295557bb0c696df0dbd2f	54	0	0	182	0	0	5	0	0	0	8	0	0	29	0	8	0	9	0	30	0	7	0	61	339	0	0	105	3	147	0	415	0	17	0	0	116	0	132	0	72	0	387	0	62	119	0	473	0	141	0	154	0	138	0	573	0	0	73	0	356	0	65	0	294	0	0	88	0	0	0	102	0	0	111	0	46	0	0	428	0	176	0	105	0	2	0	100	11	164	99	0	267	0	28	0	0	0	180	0
e5bfb4036fe0b4322bdbe9437351c8bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6474	0	0	0	0	0	0	0	0	0
7299b832474c6e1c488506b0d8859628	0	0	0	0	129	0	90	97	179	173	0	102	123	0	109	192	65	0	0	0	96	0	0	0	0	97	0	0	0	89	150	57	79	101	102	125	0	161	94	0	0	151	220	0	59	0	117	0	133	0	0	969	171	0	0	0	97	0	54	117	85	88	0	0	105	0	90	152	130	0	67	150	72	0	0	0	75	0	65	0	0	0	101	66	0	0	0	69	0	0	69	0	53	136	55	0	230	0	0	88
38f4cd11ce6f7a6c84f57e48e5ad552f	30	0	0	0	0	0	0	0	557	0	848	0	0	127	0	114	0	96	0	0	0	0	0	0	0	0	0	0	112	421	0	0	0	0	0	0	0	0	72	0	0	0	469	0	0	0	0	63	0	0	0	0	0	0	0	194	0	0	0	0	0	0	47	0	0	0	286	0	0	0	90	96	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	274	0	152	0	60	0	195	629	1264	85
5546c6734566b4971b2ae7da45800b03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c8cf9103346a7c4f53d08f9d999ff1a	238	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	338	0	350	147	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	546	0	367	0	413	0	99	0	135	0	0	517	0	0	0	0	0	65	0	0	71	0	0	0	0	0	0	78	0	154	0	0	85	0	77	0	1126	0	0	0	49	0	60	41	0	0	0	0	0	0	0	0	0
5d91e4b031a9649bc0e05d403c5d2fd1	205	0	0	173	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	212	0	78	0	163	715	0	0	186	0	956	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	711	0	245	0	295	0	119	0	260	0	0	198	0	94	0	85	0	329	0	13	16	0	0	0	29	0	0	23	0	83	0	0	240	0	61	0	196	0	79	0	0	0	17	0	0	0	0	0	0	0	0	0	0
fc7b379b6fe5a8c4213daa2e6789b25a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a75910e0e3f857c3acf66c938cdaf70b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	0	0	0	1365	0	0	0	0	331	0	200	0	908	0	599	0	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0
df20750284c22196c2885049b46ebf89	0	0	0	0	0	0	0	0	0	0	0	0	0	1407	0	2611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2348	0	0	0	0	0	0	0
e295c0bf63e932b9b06f5a31b1a366db	0	0	0	286	0	0	20	0	18	0	0	0	0	0	0	0	0	0	0	151	0	364	0	1363	0	0	0	0	43	76	0	0	0	0	0	0	47	0	24	0	42	0	0	0	18	324	0	0	0	247	0	247	0	0	0	30	0	0	87	0	0	0	68	0	328	0	0	120	0	0	0	0	0	0	1013	0	448	0	0	479	0	150	0	55	0	146	0	0	0	58	70	0	35	0	0	0	0	0	0	0
71befd9edde42c07e0fe56d9afd391b5	0	0	0	22	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	30	0	28	0	0	0	0	0	0	0	44	0	499	0	32	0	0	195	0	39	0	0	0	8	0	0	0	0	47	0	10	0	230	0	445	0	1479	0	0	1626	0	616	0	7	0	259	0	0	65	0	0	0	3	0	0	29	0	27	0	0	0	0	175	0	151	0	96	0	23	0	0	22	0	63	0	0	0	0	0	0	0
64bf0fdefbd7840fdadd4a7bcbc527a4	0	0	0	0	0	0	0	0	0	0	0	0	0	5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20c4e109b621a633c052f6dfbb9c67a6	198	0	0	195	0	0	0	0	10	0	0	0	0	0	0	0	0	13	0	161	0	76	0	365	364	0	0	0	5	199	0	75	0	42	0	0	62	0	8	0	0	0	18	0	0	186	0	195	0	146	0	345	0	403	0	67	0	0	81	0	405	0	79	0	36	0	0	51	0	0	0	0	0	0	132	0	398	0	0	1528	0	165	0	59	0	40	0	0	0	80	9	0	69	0	0	0	0	0	0	0
66fecf10cde44d31f12ccf2829cbdcc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3223	0	0	0	0	0	0	0	3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c9951ad25606d2cc4af929aa3516e6f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a217c98201ef81cbcbb919392c087c00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
534baad709bec2ccf9acbd36f58a8dac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e0e2f82b7afbcfdff8a9c2bb61cf28c	0	0	0	554	0	0	0	0	0	0	0	0	0	11	0	0	0	15	0	408	0	342	0	566	14	0	0	64	0	633	0	709	0	0	0	0	273	0	0	0	0	0	0	0	0	133	0	54	0	520	0	401	0	0	0	143	0	0	198	0	0	0	5	0	77	0	23	119	0	43	0	0	0	0	210	0	479	0	0	0	0	35	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	150	0
4060ff51fd696d8750b275d99c648573	0	0	0	0	0	0	0	0	0	0	6172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bb520c89f9320e8ea7c183d8353918f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39ce9821069c42deddb4083408385b65	72	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	20	0	4090	246	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	10	0	54	0	120	0	0	0	40	0	0	0	0	22	0	0	0	42	0	0	0	0	0	0	0	0	0	439	0	217	0	0	0	0	0	0	0	0	0	0	0	0	31	39	0	0	0	0	0	0	0	0	0
64abd646afe01edc455477ddcd2b5afb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
776319b4379c57a8b32cadc0e79dce75	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3778	0	0	0	0	0	0	0	0	0	0	2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1743289bca239b7d527c02c40c384dea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fa094b1222a9430a383fef26dc74cef	423	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	413	0	917	54	0	0	126	0	280	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	616	0	215	0	918	0	67	0	185	0	0	70	0	7	0	12	0	4	0	0	20	0	0	0	0	0	0	477	0	160	0	0	133	0	117	0	0	0	471	0	44	0	53	0	0	0	0	0	0	0	0	0	0
96b2ff36c55873aae5a71af740c6ccf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493	0	0	0	0	0	0	0	1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c6193747178e4e11543011032f5fefb6	0	0	0	0	0	0	0	0	0	0	0	920	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	656	0	0	0	0	536	1011	0	0	0	0	0	0	0	0	0	0	0	0	996
fd905daa79d2f4540022eb7a341af66d	0	48	0	0	182	0	0	12	0	22	0	39	125	0	119	0	19	20	49	0	93	0	119	0	0	276	0	0	199	68	321	0	373	0	118	417	0	349	0	186	0	102	0	277	0	0	79	0	48	46	125	0	17	0	49	0	360	153	0	84	0	106	17	255	0	201	0	0	39	0	46	0	0	0	0	21	0	72	32	0	56	0	86	0	29	0	49	0	0	38	0	58	0	125	0	0	168	22	0	154
00200abf186b82b169a525da2d805c2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	448	0	0	0	0	3013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
007c95dd39ae07f6f181cc5715adfded	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47cd6fa843fe46083782cc1c9844e4a7	775	0	0	114	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	319	0	156	0	417	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	262	0	226	0	277	0	0	0	0	0	0	177	0	67	0	0	0	0	0	0	294	0	0	0	0	0	0	1247	0	482	0	0	302	0	131	0	0	0	0	0	0	0	126	0	0	43	0	0	0	0	0	0	0
bb9502be3e4732b0bd4f6c6d88402ac1	0	0	0	0	0	0	0	0	0	0	0	0	0	1671	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183	0	0	0	0	0	0	0
940cf90b91ee0e2a14e0b2a3ae6c12da	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1964
4b6cbd62a4e8a964931801f70acb2c1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5647	0	0	0	0	140	0	0	0	0	0
20e784087463efb9cc19fb338d52b199	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	633	26	0	0	25	0	146	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	189	0	367	0	569	0	82	0	291	0	0	72	0	0	0	0	11	124	0	0	996	17	0	23	112	0	0	206	0	31	0	0	149	0	0	0	1341	0	111	0	0	0	67	0	0	26	0	0	0	0	0	0	0
b65caaeed889301428d43b7011e7d7aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	0	0	0	0	0	0	0
f79ca21130f1eceecc9b2c090f872e6c	0	0	0	0	1755	0	1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76e14f0b8b4bdc14a7ff364958865fcb	0	0	0	0	0	0	0	0	0	0	0	0	0	5881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
083ed63d9bcbd5b6a9fa2ef2aacc14d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5870	0	0	0	0	0	0	0	0	0	0	0	0
93e4f9dd36f5d24952ff9a90af37f8cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	2034	0	0	0	0	0	0	0	0	0	0	0	0	753	0	743
