ASV	Species	Group	pident	evalue	Sample.1	Sample.10	Sample.100	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.2	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.3	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	Sample.37	Sample.38	Sample.39	Sample.4	Sample.40	Sample.41	Sample.42	Sample.43	Sample.44	Sample.45	Sample.46	Sample.47	Sample.48	Sample.49	Sample.5	Sample.50	Sample.51	Sample.52	Sample.53	Sample.54	Sample.55	Sample.56	Sample.57	Sample.58	Sample.59	Sample.6	Sample.60	Sample.61	Sample.62	Sample.63	Sample.64	Sample.65	Sample.66	Sample.67	Sample.68	Sample.69	Sample.7	Sample.70	Sample.71	Sample.72	Sample.73	Sample.74	Sample.75	Sample.76	Sample.77	Sample.78	Sample.79	Sample.8	Sample.80	Sample.81	Sample.82	Sample.83	Sample.84	Sample.85	Sample.86	Sample.87	Sample.88	Sample.89	Sample.9	Sample.90	Sample.91	Sample.92	Sample.93	Sample.94	Sample.95	Sample.96	Sample.97	Sample.98	Sample.99
f88c64c5722ad28270a3ae6bfebf0d8e	Raja brachyura	sharks & rays	89.583	6.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39961	0	0	0	0	0	0	0	0	0	0
83ecadc10b96069270ac3bf19bdb401e	Rhizosolenia fallax	diatoms	99.2	5.79E-55	0	0	0	0	35	0	0	0	0	42	0	0	0	0	0	0	0	0	0	96	67	20	0	27	0	0	0	391	0	412	0	1571	0	0	0	17	380	0	0	0	0	0	0	0	0	77	0	346	0	0	0	114	0	1924	0	215	0	0	125	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	525	26	0	887	80	0	69	0	25	0	0	0	0	55	0	0	0	12	0	47	0	108	0	0
83ecadc10b96069270ac3bf19bdb401e	Rhizosolenia fallax	diatoms	99.2	5.79E-55	0	0	0	0	35	0	0	0	0	42	0	0	0	0	0	0	0	0	0	96	67	20	0	27	0	0	0	391	0	412	0	1571	0	0	0	17	380	0	0	0	0	0	0	0	0	77	0	346	0	0	0	114	0	1924	0	215	0	0	125	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	525	26	0	887	80	0	69	0	25	0	0	0	0	55	0	0	0	12	0	47	0	108	0	0
0db75536c10894b6bbc6796b95ef6a08	Rhodomonas sp.	cryptomonads	87.805	1.67E-30	3664	21	0	1555	0	0	0	0	0	0	0	8	84	17	0	0	0	0	0	1571	35	2946	80	8434	4973	0	0	5991	43	3452	137	7807	0	0	8	94	224	25	56	21	42	40	19	79	9	3725	0	4443	0	2687	0	5327	0	2855	0	872	27	0	1642	25	3139	0	640	78	350	0	0	1849	0	0	0	15	0	0	4085	38	7036	0	0	4103	44	4453	9	644	0	1845	0	333	0	1159	1101	0	268	0	0	0	0	0	0	0
75ecaf6aa52aba92e6326fdee2bc795e	Rhodomonas sp.	cryptomonads	89.6	5.95E-35	413	192	0	121	103	0	514	60	0	57	0	51	648	0	11	0	28	0	93	726	444	886	458	21	814	1185	0	577	509	463	530	6045	848	16	1570	800	0	439	33	427	0	178	54	187	0	0	59	620	0	118	26	304	19	115	75	46	1643	74	0	25	170	112	0	217	151	96	0	163	12	0	70	0	0	0	728	37	985	469	72	48	205	751	147	0	30	422	29	0	0	13	947	20	20	85	0	87	25	0	14	14
b23442f31c0e0b9403babe0a32ff9de3	Rhodomonas sp.	cryptomonads	89.516	7.70E-34	12	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	130	702	0	0	270	0	1394	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	34	0	1735	0	0	0	0	0	0	811	0	453	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	17	0	10	0	44	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5452e1534d215b3bf31f9a519da91977	Rhodomonas sp.	cryptomonads	90.741	1.67E-30	0	0	0	0	25	0	0	12	0	5	0	11	17	0	61	3	12	0	0	0	7	0	32	0	0	307	0	41	0	0	294	0	126	0	247	54	0	56	0	4	0	173	0	114	0	0	410	0	83	0	54	0	98	0	38	0	43	11	0	186	0	39	0	13	62	48	20	0	47	25	7	1899	27	0	0	67	0	37	77	0	12	0	54	7	292	0	18	57	0	0	0	12	0	23	8	0	33	6	0	236
c93f61f781e970d69f8258e6426f6363	Rhodomonas sp.	cryptomonads	90.323	1.66E-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515	0	0	0	0	0	0	0	0	0	0
fe35762d7ae288d0eb767021f69a13e6	Saccoglossus bromophenolosus	hemichordates	94.262	3.53E-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2771	0	143841	0	164726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9de1e619e5a119ff4befa7a0f8d41959	Saccoglossus bromophenolosus	hemichordates	93.443	1.64E-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e725369e0e594c9042ba558d3d1e8ce	Saccoglossus bromophenolosus	hemichordates	93.443	1.64E-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37e4019368e2cac13bc3e80fbc902d86	Schistosoma intercalatum	flatworms	100	0.01	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad628c4d99e3d276aeb60f2e255b4f5d	Scomber scombrus	bony fishes	100	1.61E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365360	0	0	0	0	0	0	0	0	0	20	412641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242187	0	0	0	0	0	0	0	996239	0	0	0	0	0	0	0	0	0	0	0	0	426112	0	0	0	0	0	0	0	0	0	0	0	0	818115	0	762903
44d92d9f9bf26385b90cc50ab8cc3ca7	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	15	0	0	0	0	0	0	0	0	0	0	0	141857	0	0	0	0	0	0	0	0	0	0	168112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96271	0	0	0	0	0	0	0	382578	0	0	0	0	0	0	0	0	0	0	0	0	171983	0	0	0	0	0	0	0	0	0	0	0	0	327078	0	306053
32b44f2c395d200f858d94c1cbb09899	Scomber scombrus	bony fishes	100	1.24E-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8369	0	0	55626	0	0	34114	0	60614	92591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153771	168305	189750	207560	0
a32465e3567299618a53b5ab4ac20f01	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1447	0	0	0	0	0	0	0	4757	0	0	0	0	0	0	0	0	0	0	0	0	2027	0	0	0	0	0	0	0	0	0	0	0	0	87290	0	2707
922488f8f36071cc68df987af0b1a614	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5406	0	0	0	0	0	0	0	0	0	0	3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2896
81a8734fe73307c9b17303806edb86cc	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	0	0	0	0	2985	0	0	0	0	0	0	0	0	0	0	0	0	3084	0	0	0	0	0	0	0	0	0	0	0	0	2032	0	2174
aebd53e02cb5d9916a2533e5cc2af5cf	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f00a304c75fa5cfdf295358e99eb4fa5	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12d47490694040c719d6d1d36832777f	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5087	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	1895
10cac20e7f7fae55218f6b67fc9c2e80	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e8bfc985482e6590341678571950749	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6224	0	0	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0	0	1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1597	0	0
9009ed37cd3831252b6474836e8dc06d	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	1660	0	1786
36f07fbcb7a792c47b601df852bc36cc	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1971	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	0	1528	0	3335
b5e32bce0e6293c98c41a3610092ddeb	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ec3430ee2270bdcceb3d8e8004305f6	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0f8674872e8d582c99c6e1fa4393c4e	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5133	0	0	0	0	0	0	0	0	0	0	0	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	1987	0	0
da6a908bbd97352d5be343145d6af667	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	2029	0	0	0	0	0	0	0	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	1462	0	1988
50452357e2f57e19db45930dcf521755	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	6341	0	612
4d30c532869cb0e5697db5532eef6ef7	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ac63eece304502e6f8447b7c6cb8aa8	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	0	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2148	0	1408
21c5e1d692280ae87b6d321816c18487	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0	0	0	2185	0	0	0	0	0	0	0	0	0	0	0	0	2716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1814
fc008c5b1aeee656afc0806e6dee3258	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2895
b642a92e899a8fe44f90b6495619fd29	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93e4f9dd36f5d24952ff9a90af37f8cf	Scomber scombrus	bony fishes	98.374	3.48E-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	2034	0	0	0	0	0	0	0	0	0	0	0	0	753	0	743
dc21a92a43ebdd9393244d41a5b81ef6	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	1074	0	1015
80d95d624d629d3300c8044e0b160471	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	3128	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360
7fa6ff027dc48321183ba306ac0c1104	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2168	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5958e0ab5b889aab8b2d6d5b4a608f82	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	871	0	789
750f52fa84921c0b95932f081c0e9527	Scomber scombrus	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0
c95eed01e32320d4fc339c7f50ebd820	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529
8941dc69ce4d430b699990cff2f1f815	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4601	0	0
603a36c4f41069969672cea81f86d5f4	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	0	1950
994394e12e9220eb5739a085fdc5e4bd	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805
08601400d5b2cc282b2f4f6c25ccfc53	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f0c80d0e7718287f6722764effd9abe4	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1475	0	1640
7e187f353fbe3834fb0ddfb4c4a657e8	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0	0	0	0	0	0	0	1559	0	0
0f7e0732917c782938cfa9c2feace700	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52e6ecd868049f2886ec0aed99b2aff8	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	726	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	826	0	655
5de8b13853dabfa4041b2ff3cf97224d	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abf8e2308a5809cee18a3703aba51eb6	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3373	0	0
7d8171834c5cfbc0183a939e1d582bad	Scomber scombrus	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
